imdbId,typeMovie,typeTVSeries,typeTVEpisode,ratingCount,ratingValue,genreShort,genreComedy,genreDrama,genreAdventure,genreWestern,genreRomance,genreFamily,genreFantasy,genreHorror,genreHistory,genreThriller,genreSport,genreCrime,genreMystery,genreSci-Fi,genreAction,genreWar,genreAnimation,genreMusical,genreDocumentary,genreMusic,genreBiography,genreFilm-Noir,genreNews,userReviews,criticReviews
0017350,1,0,0,0.00216,0.58957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02466,0.06391
0017416,1,0,0,0.00236,0.47763,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.09967
0017423,1,0,0,0.00162,0.56538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02466,0.09967
0017825,1,0,0,0.00325,0.41947,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.13909
0017843,1,0,0,0.00339,0.37494,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02866,0.11153
0017925,1,0,0,0.1079,0.65488,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22729,0.45897
0018183,1,0,0,0.00105,0.56538,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01733,0.04397
0018328,1,0,0,0.00435,0.42878,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03465,0.12731
0018578,1,0,0,0.01582,0.58957,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08115,0.30226
0018756,1,0,0,0.0029,0.3664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02599,0.11153
0018773,1,0,0,0.04008,0.65488,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22793,0.3239
0018876,1,0,0,0.00344,0.40127,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03199,0.09174
0019422,1,0,0,0.01163,0.57735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04663,0.03598
0019702,1,0,0,0.01315,0.509,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07387,0.26548
0019729,1,0,0,0.00878,0.38359,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06258,0.15865
0020142,1,0,0,0.00362,0.43823,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03598,0.13124
0020594,1,0,0,0.00043,0.509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004,0.03199
0020629,1,0,0,0.07512,0.65488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18775,0.35923
0020668,1,0,0,0.00126,0.44784,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02866,0.11153
0020852,1,0,0,0.00059,0.32532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012,0.016
0021015,1,0,0,0.00281,0.30183,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03266,0.05993
0021165,1,0,0,0.00764,0.44784,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05461,0.16255
0021746,1,0,0,0.0076,0.40127,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05727,0.13124
0021749,1,0,0,0.21388,0.71297,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23675,0.48995
0021814,1,0,0,0.06345,0.56538,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39299,0.61938
0021884,1,0,0,0.08683,0.61482,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.42025,0.57032
0022100,1,0,0,0.18421,0.6832,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.27599,0.61938
0022395,1,0,0,0.00387,0.39237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03399,0.09967
0022879,1,0,0,0.00745,0.4576,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05262,0.17808
0022958,1,0,0,0.02316,0.55366,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10231,0.35224
0023245,1,0,0,0.03258,0.51985,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15345,0.50202
0023285,1,0,0,0.00598,0.39237,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.06126,0.12337
0023369,1,0,0,0.00333,0.509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05062,0.13517
0023395,1,0,0,0.00533,0.39237,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04331,0.13517
0023622,1,0,0,0.01781,0.64121,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05794,0.2468
0023876,1,0,0,0.00642,0.40127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04064,0.20505
0023969,1,0,0,0.07036,0.61482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19738,0.29862
0024184,1,0,0,0.04318,0.58957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16709,0.48995
0024216,1,0,0,0.10071,0.62786,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37136,0.6504
0024252,1,0,0,0.00171,0.57735,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867,0.0679
0024645,1,0,0,0.00091,0.3174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.06391
0024747,1,0,0,0.00184,0.40127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.01933,0.05195
0024852,1,0,0,0.00828,0.5309,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04929,0.12337
0025164,1,0,0,0.00952,0.56538,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05461,0.18967
0025316,1,0,0,0.12308,0.65488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24053,0.46212
0025452,1,0,0,0.02312,0.4879,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.09835,0.30226
0025586,1,0,0,0.00907,0.51985,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07519,0.18195
0025799,1,0,0,0.0008,0.4879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01133,0.04796
0025878,1,0,0,0.03599,0.62786,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.11746,0.33815
0026029,1,0,0,0.06797,0.58957,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.19353,0.4715
0026138,1,0,0,0.05804,0.61482,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21588,0.51975
0026465,1,0,0,0.00019,0.42878,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00467,0.012
0026656,1,0,0,0.00017,0.4103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006,0.0
0026752,1,0,0,0.02758,0.58957,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09372,0.22033
0027125,1,0,0,0.02294,0.60206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09769,0.2543
0027698,1,0,0,0.00993,0.47763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06325,0.17808
0027893,1,0,0,0.00269,0.55366,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02333,0.11153
0027977,1,0,0,0.27885,0.71297,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23801,0.47461
0027980,1,0,0,0.00019,0.4103,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00733,0.02
0028010,1,0,0,0.02903,0.64121,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30951,0.36618
0028212,1,0,0,0.02054,0.51985,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07784,0.22793
0028231,1,0,0,0.01003,0.4576,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06126,0.20122
0028282,1,0,0,0.00049,0.4576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.012,0.03998
0028629,1,0,0,0.00023,0.40127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00533,0.012
0028757,1,0,0,0.00261,0.49836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03266,0.07983
0028944,1,0,0,0.006,0.57735,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04796,0.09571
0028950,1,0,0,0.04328,0.65488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10231,0.33104
0029146,1,0,0,0.00992,0.54217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0453,0.16644
0029162,1,0,0,0.01591,0.58957,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09967,0.15865
0029546,1,0,0,0.00874,0.57735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04929,0.10363
0029583,1,0,0,0.23312,0.58957,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22982,0.48078
0029588,1,0,0,0.00111,0.43823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02066,0.02799
0029606,1,0,0,0.01193,0.55366,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05528,0.2355
0029811,1,0,0,0.01182,0.49836,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.07983,0.20888
0029843,1,0,0,0.06064,0.62786,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20697,0.43658
0029855,1,0,0,0.0035,0.4879,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04198,0.06391
0029947,1,0,0,0.07333,0.61482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21334,0.43008
0029992,1,0,0,0.00931,0.57735,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07519,0.13124
0030341,1,0,0,0.06295,0.60206,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1755,0.42354
0030993,1,0,0,0.03078,0.61482,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12008,0.20122
0031381,1,0,0,0.35503,0.66887,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.58278,0.51094
0031397,1,0,0,0.00531,0.47763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0453,0.15084
0031505,1,0,0,0.01226,0.44784,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08182,0.23927
0031580,1,0,0,0.00739,0.5309,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03532,0.05993
0031612,1,0,0,0.00028,0.41947,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004,0.0
0031679,1,0,0,0.13451,0.65488,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22476,0.37995
0031725,1,0,0,0.02515,0.61482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08976,0.25055
0031762,1,0,0,0.0172,0.58957,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06325,0.39356
0031951,1,0,0,0.01268,0.5309,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09703,0.3239
0032022,1,0,0,0.00288,0.49836,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.03865,0.11943
0032138,1,0,0,0.44062,0.65488,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49299,0.56762
0032143,1,0,0,0.01656,0.60206,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.26548
0032215,1,0,0,0.00224,0.30183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04198,0.18195
0032234,1,0,0,0.00875,0.5309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04863,0.18195
0032283,1,0,0,0.00142,0.42878,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03199,0.0679
0032383,1,0,0,0.0033,0.4879,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03798,0.09174
0032455,1,0,0,0.11443,0.60206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25055,0.45897
0032484,1,0,0,0.02574,0.56538,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1168,0.28397
0032551,1,0,0,0.11035,0.65488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28336,0.39017
0032553,1,0,0,0.2575,0.6979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21588,0.43981
0032590,1,0,0,9e-05,0.4879,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0.0
0032599,1,0,0,0.06991,0.61482,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29619,0.37308
0032762,1,0,0,0.01213,0.57735,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06657,0.20505
0032818,1,0,0,0.0051,0.41947,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06391,0.18967
0032881,1,0,0,0.00321,0.46753,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04331,0.0679
0032904,1,0,0,0.08199,0.62786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17937,0.31312
0032910,1,0,0,0.17433,0.57735,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.17227,0.52557
0032976,1,0,0,0.16081,0.65488,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26238,0.70642
0033021,1,0,0,0.00461,0.43823,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0659,0.11943
0033045,1,0,0,0.04086,0.64121,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12993,0.33104
0033467,1,0,0,0.4766,0.6832,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7882,0.64809
0033563,1,0,0,0.15596,0.54217,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13582,0.48995
0033729,1,0,0,0.02916,0.60206,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12337,0.36618
0033804,1,0,0,0.02589,0.60206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10495,0.40029
0033870,1,0,0,0.1844,0.64121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.30468,0.56762
0033891,1,0,0,0.01632,0.58957,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07784,0.22033
0033922,1,0,0,0.01256,0.44784,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07453,0.18582
0034012,1,0,0,0.00878,0.5309,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07983,0.16255
0034055,1,0,0,0.00228,0.41947,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03132,0.03199
0034240,1,0,0,0.03166,0.62786,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11417,0.34521
0034248,1,0,0,0.0464,0.55366,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.158,0.40365
0034398,1,0,0,0.03302,0.54217,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16384,0.49299
0034492,1,0,0,0.16885,0.55366,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13844,0.46526
0034493,1,0,0,0.00335,0.60206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01866,0.12337
0034583,1,0,0,0.58653,0.71297,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.76159,0.73152
0034742,1,0,0,0.00472,0.4879,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02799,0.09967
0034786,1,0,0,0.00769,0.42878,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07652,0.27291
0034862,1,0,0,0.0187,0.55366,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09703,0.1742
0034889,1,0,0,0.00167,0.44784,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.04397
0035093,1,0,0,0.02144,0.58957,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08844,0.24304
0035096,1,0,0,0.00411,0.37494,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04264,0.22413
0035169,1,0,0,0.01433,0.57735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07983,0.26548
0035279,1,0,0,0.03083,0.5309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.12271,0.29131
0035446,1,0,0,0.04601,0.66887,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10956,0.26548
0035896,1,0,0,0.0113,0.49836,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05926,0.09967
0035899,1,0,0,0.01082,0.4576,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0924,0.30951
0035966,1,0,0,0.00692,0.56538,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05062,0.15475
0036094,1,0,0,0.003,0.44784,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.03931,0.03998
0036241,1,0,0,0.0055,0.3664,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07519,0.11548
0036261,1,0,0,0.00902,0.4576,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07519,0.22413
0036326,1,0,0,0.00847,0.41947,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03132,0.12731
0036342,1,0,0,0.07778,0.61482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20122,0.38677
0036376,1,0,0,0.00666,0.42878,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08248,0.2692
0036613,1,0,0,0.08336,0.62786,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20569,0.2468
0036653,1,0,0,0.00234,0.4103,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03931,0.17032
0036775,1,0,0,0.18311,0.6832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.30044,0.61193
0036824,1,0,0,0.00438,0.4576,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02999,0.06391
0036855,1,0,0,0.03621,0.61482,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.12468,0.3346
0036868,1,0,0,0.07734,0.65488,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23424,0.43981
0036872,1,0,0,0.0145,0.51985,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05926,0.14693
0036931,1,0,0,0.00843,0.43823,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07254,0.27291
0037008,1,0,0,0.05641,0.62786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.21715,0.43658
0037017,1,0,0,0.03458,0.58957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.12206,0.27291
0037059,1,0,0,0.02976,0.57735,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13582,0.40029
